Jurisdiction of Occurrence,MMWR Year,MMWR Week,Week Ending Date,All Cause,Natural Cause,Septicemia (A40-A41),Malignant neoplasms (C00-C97),Diabetes mellitus (E10-E14),Alzheimer disease (G30),Influenza and pneumonia (J09-J18),Chronic lower respiratory diseases (J40-J47),"Other diseases of respiratory system (J00-J06,J30-J39,J67,J70-J98)","Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","Diseases of heart (I00-I09,I11,I13,I20-I51)",Cerebrovascular diseases (I60-I69),"COVID-19 (U071, Multiple Cause of Death)","COVID-19 (U071, Underlying Cause of Death)",flag_allcause,flag_natcause,flag_sept,flag_neopl,flag_diab,flag_alz,flag_inflpn,flag_clrd,flag_otherresp,flag_nephr,flag_otherunk,flag_hd,flag_stroke,flag_cov19mcod,flag_cov19ucod
Maryland,2020,1,1/4/2020,1049,936,14,213,41,21,32,38,13,12,,249,58,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Maryland,2020,2,1/11/2020,1035,934,14,205,34,19,22,46,,,,264,73,0,0,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Maryland,2020,3,1/18/2020,988,895,14,191,26,27,22,42,15,17,,229,69,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Maryland,2020,4,1/25/2020,1003,924,18,212,29,27,24,41,10,15,,236,52,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Maryland,2020,5,2/1/2020,1034,934,15,200,31,20,23,38,15,16,,243,73,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Maryland,2020,6,2/8/2020,1004,907,18,218,28,20,20,51,,15,,242,60,0,0,,,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Maryland,2020,7,2/15/2020,1019,920,18,216,34,17,25,47,13,20,,246,51,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Maryland,2020,8,2/22/2020,971,874,12,191,37,21,24,50,15,16,,214,51,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Maryland,2020,9,2/29/2020,1079,959,14,222,30,26,27,51,12,14,,232,71,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Maryland,2020,10,3/7/2020,1048,928,20,217,22,20,28,51,12,24,,223,58,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Maryland,2020,11,3/14/2020,1006,907,26,188,32,20,33,43,,12,,240,62,0,0,,,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Maryland,2020,12,3/21/2020,1063,960,22,204,26,26,30,66,14,12,,232,53,,,,,,,,,,,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9)
Maryland,2020,13,3/28/2020,1092,980,18,221,36,20,39,48,11,14,,228,68,18,18,,,,,,,,,,,Suppressed (counts 1-9),,,,
Maryland,2020,14,4/4/2020,1190,1095,23,208,44,34,32,55,11,14,,245,70,86,83,,,,,,,,,,,Suppressed (counts 1-9),,,,
Maryland,2020,15,4/11/2020,1350,1244,21,225,44,26,30,47,11,14,,272,58,212,198,,,,,,,,,,,Suppressed (counts 1-9),,,,
Maryland,2020,16,4/18/2020,1357,1264,18,197,36,32,27,51,12,14,,271,57,299,281,,,,,,,,,,,Suppressed (counts 1-9),,,,
Maryland,2020,17,4/25/2020,1535,1426,16,209,59,30,25,40,14,14,,268,68,391,360,,,,,,,,,,,Suppressed (counts 1-9),,,,
Maryland,2020,18,5/2/2020,1520,1416,14,214,29,24,21,51,15,18,,269,58,427,399,,,,,,,,,,,Suppressed (counts 1-9),,,,
Maryland,2020,19,5/9/2020,1444,1315,17,215,41,26,,42,14,16,,241,63,415,385,,,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
Maryland,2020,20,5/16/2020,1422,1282,10,208,56,18,19,49,,11,,228,59,389,356,,,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Maryland,2020,21,5/23/2020,1330,1222,20,212,39,23,19,39,10,16,,242,55,297,275,,,,,,,,,,,Suppressed (counts 1-9),,,,
Maryland,2020,22,5/30/2020,1255,1140,18,193,27,22,12,40,18,17,19,236,57,287,258,,,,,,,,,,,,,,,
Maryland,2020,23,6/6/2020,1162,1063,17,191,34,25,16,32,,,16,228,56,232,212,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
Maryland,2020,24,6/13/2020,1153,1031,17,201,32,21,15,34,,15,12,226,48,191,172,,,,,,,,,Suppressed (counts 1-9),,,,,,
Maryland,2020,25,6/20/2020,1060,944,20,199,25,15,13,36,,20,13,219,43,134,113,,,,,,,,,Suppressed (counts 1-9),,,,,,
Maryland,2020,26,6/27/2020,1022,923,11,205,23,17,11,33,,16,,227,57,114,102,,,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Maryland,2020,27,7/4/2020,1038,931,15,213,33,21,,32,12,14,15,229,42,91,73,,,,,,,Suppressed (counts 1-9),,,,,,,,
Maryland,2020,28,7/11/2020,1021,914,26,195,27,26,13,33,,15,15,219,53,74,60,,,,,,,,,Suppressed (counts 1-9),,,,,,
Maryland,2020,29,7/18/2020,1005,908,11,204,36,17,11,25,10,12,15,216,58,60,52,,,,,,,,,,,,,,,
Maryland,2020,30,7/25/2020,978,886,11,215,21,16,,35,12,10,29,214,42,64,59,,,,,,,Suppressed (counts 1-9),,,,,,,,
Maryland,2020,31,8/1/2020,1040,944,13,240,40,15,14,31,11,13,35,211,56,78,61,,,,,,,,,,,,,,,
Maryland,2020,32,8/8/2020,976,882,27,179,27,17,,30,,11,27,219,55,69,57,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,,,
Maryland,2020,33,8/15/2020,1016,910,15,207,30,20,13,34,,10,44,213,50,56,47,,,,,,,,,Suppressed (counts 1-9),,,,,,
Maryland,2020,34,8/22/2020,911,843,15,178,22,14,,39,11,,37,204,50,48,40,,,,,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,
Maryland,2020,35,8/29/2020,736,700,18,173,24,11,10,39,,,43,161,43,26,21,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
Massachusetts,2019,1,1/5/2019,1207,1119,18,241,32,34,27,69,18,29,18,243,49,0,0,,,,,,,,,,,,,,,
Massachusetts,2019,2,1/12/2019,1265,1162,24,251,21,39,35,72,23,32,16,248,55,0,0,,,,,,,,,,,,,,,
Massachusetts,2019,3,1/19/2019,1291,1209,22,287,27,57,41,65,14,25,14,261,54,0,0,,,,,,,,,,,,,,,
Massachusetts,2019,4,1/26/2019,1273,1188,17,257,34,38,37,67,19,33,22,283,55,0,0,,,,,,,,,,,,,,,
Massachusetts,2019,5,2/2/2019,1268,1165,22,254,26,41,41,78,22,33,16,263,43,0,0,,,,,,,,,,,,,,,
Massachusetts,2019,6,2/9/2019,1246,1145,20,255,25,55,48,69,28,33,21,232,37,0,0,,,,,,,,,,,,,,,
Massachusetts,2019,7,2/16/2019,1270,1166,26,271,29,36,49,66,23,18,21,265,46,0,0,,,,,,,,,,,,,,,
Massachusetts,2019,8,2/23/2019,1203,1106,17,245,29,35,33,63,19,22,21,233,62,0,0,,,,,,,,,,,,,,,
Massachusetts,2019,9,3/2/2019,1277,1173,17,243,30,23,48,54,22,23,24,262,66,0,0,,,,,,,,,,,,,,,
Massachusetts,2019,10,3/9/2019,1198,1098,23,235,26,32,24,56,21,27,22,256,57,0,0,,,,,,,,,,,,,,,
Massachusetts,2019,11,3/16/2019,1151,1057,19,233,37,35,29,65,20,27,21,236,47,0,0,,,,,,,,,,,,,,,
Massachusetts,2019,12,3/23/2019,1112,1035,16,257,32,39,19,50,16,32,10,219,47,0,0,,,,,,,,,,,,,,,
Massachusetts,2019,13,3/30/2019,1225,1126,17,265,24,28,30,80,30,20,11,226,51,0,0,,,,,,,,,,,,,,,
Massachusetts,2019,14,4/6/2019,1213,1114,23,257,30,41,30,57,14,29,17,266,44,0,0,,,,,,,,,,,,,,,
Massachusetts,2019,15,4/13/2019,1167,1083,23,237,26,31,34,73,19,25,11,230,41,0,0,,,,,,,,,,,,,,,
Massachusetts,2019,16,4/20/2019,1218,1135,30,241,25,38,22,57,17,25,20,273,46,0,0,,,,,,,,,,,,,,,
Massachusetts,2019,17,4/27/2019,1087,983,17,225,33,34,28,47,18,26,19,213,44,0,0,,,,,,,,,,,,,,,
Massachusetts,2019,18,5/4/2019,1104,1003,16,228,21,44,23,45,26,26,20,213,50,0,0,,,,,,,,,,,,,,,
Massachusetts,2019,19,5/11/2019,1081,997,19,249,21,17,15,53,22,16,14,212,41,0,0,,,,,,,,,,,,,,,
Massachusetts,2019,20,5/18/2019,1045,974,15,255,28,20,23,57,19,22,15,202,36,0,0,,,,,,,,,,,,,,,
Massachusetts,2019,21,5/25/2019,1068,978,16,226,22,33,21,65,17,18,20,193,46,0,0,,,,,,,,,,,,,,,
Massachusetts,2019,22,6/1/2019,1095,982,23,228,30,32,17,48,21,18,,219,58,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Massachusetts,2019,23,6/8/2019,1099,994,16,270,26,23,27,55,15,25,13,211,42,0,0,,,,,,,,,,,,,,,
Massachusetts,2019,24,6/15/2019,1045,950,13,230,27,21,15,51,24,24,14,203,44,0,0,,,,,,,,,,,,,,,
Massachusetts,2019,25,6/22/2019,1062,985,19,260,27,29,23,60,14,28,16,210,33,0,0,,,,,,,,,,,,,,,
Massachusetts,2019,26,6/29/2019,1080,982,18,250,24,22,13,63,18,19,14,198,54,0,0,,,,,,,,,,,,,,,
Massachusetts,2019,27,7/6/2019,1107,991,21,247,35,11,18,47,19,20,15,240,33,0,0,,,,,,,,,,,,,,,
Massachusetts,2019,28,7/13/2019,1067,980,17,254,24,31,20,55,24,28,10,214,46,0,0,,,,,,,,,,,,,,,
Massachusetts,2019,29,7/20/2019,1038,949,14,249,13,31,18,49,12,20,17,197,37,0,0,,,,,,,,,,,,,,,
Massachusetts,2019,30,7/27/2019,1103,1000,19,237,30,28,14,46,20,30,15,233,41,0,0,,,,,,,,,,,,,,,
Massachusetts,2019,31,8/3/2019,1038,936,11,261,24,23,22,42,15,10,14,210,45,0,0,,,,,,,,,,,,,,,
Massachusetts,2019,32,8/10/2019,1090,966,20,241,23,36,12,43,19,19,20,202,52,0,0,,,,,,,,,,,,,,,
Massachusetts,2019,33,8/17/2019,1032,951,21,252,21,18,14,49,20,27,13,195,58,0,0,,,,,,,,,,,,,,,
Massachusetts,2019,34,8/24/2019,1061,986,19,234,21,29,16,46,15,28,14,230,50,0,0,,,,,,,,,,,,,,,
Massachusetts,2019,35,8/31/2019,1075,986,15,271,20,45,18,46,27,13,14,200,52,0,0,,,,,,,,,,,,,,,
Massachusetts,2019,36,9/7/2019,1033,947,25,244,28,25,13,42,22,25,15,180,42,0,0,,,,,,,,,,,,,,,
Massachusetts,2019,37,9/14/2019,1070,980,22,222,29,35,21,50,16,29,15,193,54,0,0,,,,,,,,,,,,,,,
Massachusetts,2019,38,9/21/2019,1083,975,,232,30,33,18,50,21,23,14,235,40,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Massachusetts,2019,39,9/28/2019,1114,1025,19,253,26,33,14,47,19,36,13,205,43,0,0,,,,,,,,,,,,,,,
Massachusetts,2019,40,10/5/2019,1122,1022,14,245,29,32,20,44,24,28,,205,47,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Massachusetts,2019,41,10/12/2019,1096,990,20,253,23,22,19,50,18,24,19,199,36,0,0,,,,,,,,,,,,,,,
Massachusetts,2019,42,10/19/2019,1128,1033,19,249,22,32,22,56,21,22,17,199,46,0,0,,,,,,,,,,,,,,,
Massachusetts,2019,43,10/26/2019,1162,1059,,245,27,25,14,54,17,36,18,244,45,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Massachusetts,2019,44,11/2/2019,1108,1023,20,244,21,22,23,46,18,20,14,235,54,0,0,,,,,,,,,,,,,,,
Massachusetts,2019,45,11/9/2019,1117,1026,17,254,22,30,19,48,14,28,16,243,34,0,0,,,,,,,,,,,,,,,
Massachusetts,2019,46,11/16/2019,1130,1038,13,279,24,41,18,49,13,24,19,220,41,0,0,,,,,,,,,,,,,,,
Massachusetts,2019,47,11/23/2019,1231,1129,21,280,29,29,23,50,23,28,17,234,63,0,0,,,,,,,,,,,,,,,
Massachusetts,2019,48,11/30/2019,1204,1099,19,249,32,32,22,57,27,36,10,274,45,0,0,,,,,,,,,,,,,,,
Massachusetts,2019,49,12/7/2019,1284,1182,19,270,25,28,20,53,29,25,19,272,64,0,0,,,,,,,,,,,,,,,
Massachusetts,2019,50,12/14/2019,1179,1067,24,239,32,35,12,61,19,34,18,234,41,0,0,,,,,,,,,,,,,,,
Massachusetts,2019,51,12/21/2019,1148,1081,17,253,26,43,26,50,18,29,21,233,51,0,0,,,,,,,,,,,,,,,
Massachusetts,2019,52,12/28/2019,1205,1102,17,238,27,25,27,59,29,26,17,264,53,0,0,,,,,,,,,,,,,,,
Massachusetts,2020,1,1/4/2020,1237,1130,23,260,33,30,34,57,18,32,22,222,52,0,0,,,,,,,,,,,,,,,
Massachusetts,2020,2,1/11/2020,1266,1168,23,276,21,30,36,62,19,35,20,252,45,0,0,,,,,,,,,,,,,,,
Massachusetts,2020,3,1/18/2020,1189,1109,28,222,37,38,34,55,20,30,14,254,47,0,0,,,,,,,,,,,,,,,
Massachusetts,2020,4,1/25/2020,1301,1201,24,240,36,30,50,63,28,30,13,262,52,0,0,,,,,,,,,,,,,,,
Massachusetts,2020,5,2/1/2020,1204,1113,17,250,29,41,47,64,16,31,21,223,38,0,0,,,,,,,,,,,,,,,
Massachusetts,2020,6,2/8/2020,1233,1128,26,254,25,32,44,48,19,31,16,252,39,0,0,,,,,,,,,,,,,,,
Massachusetts,2020,7,2/15/2020,1250,1154,11,294,35,33,42,62,30,23,22,213,50,0,0,,,,,,,,,,,,,,,
Massachusetts,2020,8,2/22/2020,1166,1088,23,242,26,30,42,67,19,21,23,202,54,,,,,,,,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9)
Massachusetts,2020,9,2/29/2020,1278,1192,24,260,21,42,44,71,26,23,36,276,48,0,0,,,,,,,,,,,,,,,
Massachusetts,2020,10,3/7/2020,1213,1114,20,254,39,37,39,67,21,29,17,221,40,,,,,,,,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9)
Massachusetts,2020,11,3/14/2020,1310,1219,14,285,22,42,43,57,27,35,22,253,54,0,0,,,,,,,,,,,,,,,
Massachusetts,2020,12,3/21/2020,1169,1084,30,230,26,36,40,51,24,29,15,234,37,,,,,,,,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9)
Massachusetts,2020,13,3/28/2020,1287,1196,23,252,28,36,42,66,20,35,18,250,50,49,45,,,,,,,,,,,,,,,
Massachusetts,2020,14,4/4/2020,1549,1479,17,285,34,37,52,75,32,22,21,249,47,229,216,,,,,,,,,,,,,,,
Massachusetts,2020,15,4/11/2020,2037,1939,30,237,28,34,61,67,30,31,21,299,61,640,608,,,,,,,,,,,,,,,
Massachusetts,2020,16,4/18/2020,2492,2395,26,237,41,40,55,74,35,28,20,275,53,1106,1048,,,,,,,,,,,,,,,
Massachusetts,2020,17,4/25/2020,2533,2434,25,235,48,28,38,50,38,24,29,248,51,1235,1184,,,,,,,,,,,,,,,
Massachusetts,2020,18,5/2/2020,2304,2209,26,236,45,51,33,50,26,22,16,232,46,1119,1062,,,,,,,,,,,,,,,
Massachusetts,2020,19,5/9/2020,2067,1980,11,197,45,38,26,63,22,30,22,219,47,937,893,,,,,,,,,,,,,,,
Massachusetts,2020,20,5/16/2020,1878,1781,17,213,36,29,37,47,23,26,30,203,42,784,734,,,,,,,,,,,,,,,
Massachusetts,2020,21,5/23/2020,1574,1480,10,224,27,36,23,42,16,22,36,218,50,529,485,,,,,,,,,,,,,,,
Massachusetts,2020,22,5/30/2020,1352,1265,11,247,29,30,19,44,13,21,33,183,44,386,349,,,,,,,,,,,,,,,
Massachusetts,2020,23,6/6/2020,1233,1159,15,214,31,33,17,52,19,20,49,204,48,243,210,,,,,,,,,,,,,,,
Massachusetts,2020,24,6/13/2020,1136,1062,11,212,30,31,23,42,10,26,65,179,32,180,152,,,,,,,,,,,,,,,
Massachusetts,2020,25,6/20/2020,1122,1061,14,231,17,33,20,41,13,18,78,177,41,130,109,,,,,,,,,,,,,,,
Massachusetts,2020,26,6/27/2020,1079,1010,13,243,20,30,17,39,14,21,65,182,35,94,70,,,,,,,,,,,,,,,
Massachusetts,2020,27,7/4/2020,1043,981,16,219,31,29,12,48,13,13,64,184,44,67,50,,,,,,,,,,,,,,,
Massachusetts,2020,28,7/11/2020,1042,994,13,232,21,20,,40,14,16,93,208,29,58,42,,,,,,,Suppressed (counts 1-9),,,,,,,,
Massachusetts,2020,29,7/18/2020,1056,1020,15,221,27,26,11,42,14,30,121,185,31,35,26,,,,,,,,,,,,,,,
Massachusetts,2020,30,7/25/2020,1080,1046,12,253,34,23,10,29,21,21,120,177,38,36,26,,,,,,,,,,,,,,,
Massachusetts,2020,31,8/1/2020,1006,965,14,236,24,32,,30,14,22,98,148,51,29,22,,,,,,,Suppressed (counts 1-9),,,,,,,,
Massachusetts,2020,32,8/8/2020,974,932,15,243,18,27,,25,12,20,105,159,46,28,18,,,,,,,Suppressed (counts 1-9),,,,,,,,
Massachusetts,2020,33,8/15/2020,1023,980,10,241,22,22,12,35,24,18,125,161,33,21,18,,,,,,,,,,,,,,,
Massachusetts,2020,34,8/22/2020,961,934,14,221,30,35,,34,11,25,95,162,43,31,22,,,,,,,Suppressed (counts 1-9),,,,,,,,
Massachusetts,2020,35,8/29/2020,794,772,12,184,21,16,,29,14,19,79,149,31,,,,,,,,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9)
Michigan,2019,1,1/5/2019,1922,1780,27,393,61,80,47,110,29,38,16,500,90,0,0,,,,,,,,,,,,,,,
Michigan,2019,2,1/12/2019,1943,1801,18,419,59,82,41,123,27,38,,501,107,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Michigan,2019,3,1/19/2019,1992,1842,25,385,59,93,39,119,19,52,13,523,108,0,0,,,,,,,,,,,,,,,
Michigan,2019,4,1/26/2019,1938,1796,25,386,72,95,34,109,24,46,10,519,97,0,0,,,,,,,,,,,,,,,
Michigan,2019,5,2/2/2019,1945,1810,26,381,51,88,31,107,24,38,10,571,107,0,0,,,,,,,,,,,,,,,
Michigan,2019,6,2/9/2019,1956,1793,31,384,58,91,47,110,36,32,13,501,94,0,0,,,,,,,,,,,,,,,
Michigan,2019,7,2/16/2019,1847,1704,23,384,54,81,32,124,16,34,16,499,85,0,0,,,,,,,,,,,,,,,
Michigan,2019,8,2/23/2019,1888,1742,16,391,51,87,31,103,25,44,13,513,95,0,0,,,,,,,,,,,,,,,
Michigan,2019,9,3/2/2019,2043,1888,27,430,58,91,36,117,22,42,15,535,96,0,0,,,,,,,,,,,,,,,
Michigan,2019,10,3/9/2019,1982,1811,19,400,53,88,34,125,34,36,12,486,118,0,0,,,,,,,,,,,,,,,
Michigan,2019,11,3/16/2019,1980,1835,19,410,59,83,39,116,30,36,,520,117,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Michigan,2019,12,3/23/2019,1908,1755,20,366,57,107,56,91,28,40,13,509,107,0,0,,,,,,,,,,,,,,,
Michigan,2019,13,3/30/2019,1850,1727,19,345,61,91,51,131,32,36,10,495,99,0,0,,,,,,,,,,,,,,,
Michigan,2019,14,4/6/2019,1871,1739,24,347,60,112,54,130,15,36,,464,103,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Michigan,2019,15,4/13/2019,1889,1747,23,400,58,84,54,124,23,44,12,445,105,0,0,,,,,,,,,,,,,,,
Michigan,2019,16,4/20/2019,1829,1686,21,372,55,85,46,111,25,50,,477,92,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Michigan,2019,17,4/27/2019,1892,1757,39,386,45,89,36,109,32,39,,486,97,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Michigan,2019,18,5/4/2019,1830,1685,20,365,64,71,44,121,23,29,,456,95,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Michigan,2019,19,5/11/2019,1809,1669,19,375,61,83,35,128,26,34,10,444,88,0,0,,,,,,,,,,,,,,,
Michigan,2019,20,5/18/2019,1841,1693,12,402,56,85,30,89,28,40,,486,106,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Michigan,2019,21,5/25/2019,1889,1710,22,410,70,91,29,106,27,31,12,485,95,0,0,,,,,,,,,,,,,,,
Michigan,2019,22,6/1/2019,1817,1647,20,387,42,85,26,114,18,28,,469,89,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Michigan,2019,23,6/8/2019,1789,1643,25,370,58,85,36,112,24,39,11,435,96,0,0,,,,,,,,,,,,,,,
Michigan,2019,24,6/15/2019,1810,1676,26,385,54,69,28,122,22,25,14,473,83,0,0,,,,,,,,,,,,,,,
Michigan,2019,25,6/22/2019,1808,1643,11,360,51,75,21,103,23,36,,471,82,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Michigan,2019,26,6/29/2019,1811,1661,22,405,55,82,25,106,22,34,13,473,91,0,0,,,,,,,,,,,,,,,
Michigan,2019,27,7/6/2019,1815,1650,16,400,57,74,40,86,31,25,13,452,86,0,0,,,,,,,,,,,,,,,
Michigan,2019,28,7/13/2019,1831,1661,26,422,52,83,23,110,20,36,11,457,98,0,0,,,,,,,,,,,,,,,
Michigan,2019,29,7/20/2019,1853,1683,24,439,58,65,23,108,20,38,,468,103,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Michigan,2019,30,7/27/2019,1726,1568,20,423,49,72,17,105,27,26,11,424,89,0,0,,,,,,,,,,,,,,,
Michigan,2019,31,8/3/2019,1792,1632,22,388,40,81,20,100,33,27,,468,80,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Michigan,2019,32,8/10/2019,1791,1640,18,393,58,76,15,104,22,34,,470,94,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Michigan,2019,33,8/17/2019,1759,1631,20,414,44,94,23,87,30,35,11,427,93,0,0,,,,,,,,,,,,,,,
Michigan,2019,34,8/24/2019,1740,1586,14,388,44,76,15,98,13,39,18,447,77,0,0,,,,,,,,,,,,,,,
Michigan,2019,35,8/31/2019,1733,1586,29,384,36,73,28,97,19,43,15,409,108,0,0,,,,,,,,,,,,,,,
Michigan,2019,36,9/7/2019,1808,1666,18,395,45,85,25,94,20,34,27,456,103,0,0,,,,,,,,,,,,,,,
Michigan,2019,37,9/14/2019,1749,1607,19,406,56,81,23,99,18,23,23,440,98,0,0,,,,,,,,,,,,,,,
Michigan,2019,38,9/21/2019,1791,1610,20,397,49,79,19,110,20,34,,432,87,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Michigan,2019,39,9/28/2019,1854,1699,25,432,48,76,36,110,21,36,11,426,89,0,0,,,,,,,,,,,,,,,
Michigan,2019,40,10/5/2019,1825,1681,23,401,53,68,19,103,21,26,,481,102,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Michigan,2019,41,10/12/2019,1808,1663,19,404,58,102,23,99,32,31,,434,103,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Michigan,2019,42,10/19/2019,1939,1764,13,417,66,73,13,117,27,41,14,507,104,0,0,,,,,,,,,,,,,,,
Michigan,2019,43,10/26/2019,1910,1755,21,402,56,104,26,110,22,37,,489,108,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Michigan,2019,44,11/2/2019,1921,1756,24,393,61,104,31,100,30,29,14,490,87,0,0,,,,,,,,,,,,,,,
Michigan,2019,45,11/9/2019,1955,1786,25,394,51,91,28,96,34,34,17,514,100,0,0,,,,,,,,,,,,,,,
Michigan,2019,46,11/16/2019,1964,1807,35,390,63,96,32,118,21,37,21,523,99,0,0,,,,,,,,,,,,,,,
Michigan,2019,47,11/23/2019,1974,1811,18,398,54,99,27,109,34,31,,508,107,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Michigan,2019,48,11/30/2019,1924,1758,19,389,55,96,29,113,23,29,21,504,89,0,0,,,,,,,,,,,,,,,
Michigan,2019,49,12/7/2019,1983,1836,15,431,74,69,31,122,28,17,13,542,107,0,0,,,,,,,,,,,,,,,
Michigan,2019,50,12/14/2019,1974,1830,29,415,43,102,26,98,33,29,12,532,108,0,0,,,,,,,,,,,,,,,
Michigan,2019,51,12/21/2019,2008,1853,20,436,57,87,32,127,25,36,19,548,102,0,0,,,,,,,,,,,,,,,
Michigan,2019,52,12/28/2019,1963,1826,20,388,58,94,31,107,38,46,14,545,110,0,0,,,,,,,,,,,,,,,
Michigan,2020,1,1/4/2020,2013,1863,34,401,63,80,42,133,21,39,15,512,114,0,0,,,,,,,,,,,,,,,
Michigan,2020,2,1/11/2020,2064,1925,23,414,61,85,39,161,37,40,11,504,114,0,0,,,,,,,,,,,,,,,
Michigan,2020,3,1/18/2020,1936,1801,24,382,49,92,42,123,22,40,18,493,126,0,0,,,,,,,,,,,,,,,
Michigan,2020,4,1/25/2020,2007,1879,22,450,77,83,36,120,28,35,16,494,131,0,0,,,,,,,,,,,,,,,
Michigan,2020,5,2/1/2020,2003,1864,30,402,69,94,46,142,25,48,12,511,82,0,0,,,,,,,,,,,,,,,
Michigan,2020,6,2/8/2020,1937,1788,23,368,57,78,54,119,31,41,24,502,117,0,0,,,,,,,,,,,,,,,
Michigan,2020,7,2/15/2020,2011,1866,30,426,65,92,55,111,33,46,16,527,110,0,0,,,,,,,,,,,,,,,
Michigan,2020,8,2/22/2020,2054,1894,25,404,66,84,61,129,28,41,13,538,127,0,0,,,,,,,,,,,,,,,
Michigan,2020,9,2/29/2020,1969,1809,28,383,53,100,51,125,16,38,22,519,116,0,0,,,,,,,,,,,,,,,
Michigan,2020,10,3/7/2020,1984,1823,27,398,53,77,53,134,31,47,16,493,106,0,0,,,,,,,,,,,,,,,
Michigan,2020,11,3/14/2020,1949,1796,25,360,56,81,60,131,27,45,12,502,98,,0,,,,,,,,,,,,,,Suppressed (counts 1-9),
Michigan,2020,12,3/21/2020,2031,1894,32,393,67,80,65,101,17,43,19,532,112,21,17,,,,,,,,,,,,,,,
Michigan,2020,13,3/28/2020,2424,2297,30,444,78,98,75,138,31,47,19,581,119,231,223,,,,,,,,,,,,,,,
Michigan,2020,14,4/4/2020,3106,2974,35,431,100,126,100,148,22,45,31,667,139,676,651,,,,,,,,,,,,,,,
Michigan,2020,15,4/11/2020,3376,3226,24,395,88,143,69,134,32,37,20,676,136,967,922,,,,,,,,,,,,,,,
Michigan,2020,16,4/18/2020,3150,3001,28,393,84,118,52,128,28,34,26,616,115,971,925,,,,,,,,,,,,,,,
Michigan,2020,17,4/25/2020,2798,2654,27,378,86,102,53,122,31,34,32,531,115,773,724,,,,,,,,,,,,,,,
Michigan,2020,18,5/2/2020,2585,2429,28,345,76,131,33,129,18,40,24,534,110,593,555,,,,,,,,,,,,,,,
Michigan,2020,19,5/9/2020,2232,2093,17,385,73,89,39,103,25,31,37,453,91,446,411,,,,,,,,,,,,,,,
Michigan,2020,20,5/16/2020,2155,2005,15,350,77,97,36,85,21,32,29,474,133,289,260,,,,,,,,,,,,,,,
Michigan,2020,21,5/23/2020,2007,1867,17,382,54,88,25,83,14,31,43,458,100,229,204,,,,,,,,,,,,,,,
